engine_id,failed,failure_cycle,op_setting_1_avg_30,op_setting_1_avg_60,op_setting_1_avg_90,op_setting_1_min,op_setting_1_max,op_setting_1_var,op_setting_2_avg_30,op_setting_2_avg_60,op_setting_2_avg_90,op_setting_2_min,op_setting_2_max,op_setting_2_var,op_setting_3_avg_30,op_setting_3_avg_60,op_setting_3_avg_90,op_setting_3_min,op_setting_3_max,op_setting_3_var,sensor_1_avg_30,sensor_1_avg_60,sensor_1_avg_90,sensor_1_min,sensor_1_max,sensor_1_var,sensor_2_avg_30,sensor_2_avg_60,sensor_2_avg_90,sensor_2_min,sensor_2_max,sensor_2_var,sensor_3_avg_30,sensor_3_avg_60,sensor_3_avg_90,sensor_3_min,sensor_3_max,sensor_3_var,sensor_4_avg_30,sensor_4_avg_60,sensor_4_avg_90,sensor_4_min                ,sensor_4_max,sensor_4_var,sensor_5_avg_30,sensor_5_avg_60,sensor_5_avg_90,sensor_5_min,sensor_5_max,sensor_5_var,sensor_6_avg_30,sensor_6_avg_60,sensor_6_avg_90,sensor_6_min,sensor_6_max,sensor_6_var,sensor_7_avg_30,sensor_7_avg_60,sensor_7_avg_90,sensor_7_min,sensor_7_max,sensor_7_var,sensor_8_avg_30,sensor_8_avg_60,sensor_8_avg_90,sensor_8_min,sensor_8_max,sensor_8_var,sensor_9_avg_30,sensor_9_avg_60,sensor_9_avg_90,sensor_9_min,sensor_9_max,sensor_9_var,sensor_10_avg_30,sensor_10_avg_60,sensor_10_avg_90,sensor_10_min,sensor_10_max,sensor_10_var,sensor_11_avg_30,sensor_11_avg_60,sensor_11_avg_90,sensor_11_min,sensor_11_max,sensor_11_var,sensor_12_avg_30,sensor_12_avg_60,sensor_12_avg_90,sensor_12_min,sensor_12_max,sensor_12_var,sensor_13_avg_30,sensor_13_avg_60,sensor_13_avg_90,sensor_13_min,sensor_13_max,sensor_13_var,sensor_14_avg_30,sensor_14_avg_60,sensor_14_avg_90,sensor_14_min,sensor_14_max,sensor_14_var,sensor_15_avg_30,sensor_15_avg_60,sensor_15_avg_90,sensor_15_min,sensor_15_max,sensor_15_var,sensor_16_avg_30,sensor_16_avg_60,sensor_16_avg_90,sensor_16_min,sensor_16_max,sensor_16_var,sensor_17_avg_30,sensor_17_avg_60,sensor_17_avg_90,sensor_17_min,sensor_17_max,sensor_17_var,sensor_18_avg_30,sensor_18_avg_60,sensor_18_avg_90,sensor_18_min,sensor_18_max,sensor_18_var,sensor_19_avg_30,sensor_19_avg_60,sensor_19_avg_90,sensor_19_min,sensor_19_max,sensor_19_var,sensor_20_avg_30,sensor_20_avg_60,sensor_20_avg_90,sensor_20_min,sensor_20_max,sensor_20_var,sensor_21_avg_30,sensor_21_avg_60,sensor_21_avg_90,sensor_21_min,sensor_21_max,sensor_21_var,failure_type
2,1,269,23.46989333,25.08619,24.90293111,0.0,42.0076,211.2963636,0.56011,0.591063333,0.586387778,0.0,0.842,0.092408322,90.66666667,93.33333333,94.66666667,60,100,211.5962936,472.8596667,470.0626667,470.658,445.0,518.67,685.1256941,577.2753333,575.99,577.825,536.21,643.87,1375.869797,1416.144333,1416.072833,1421.742556,1253.86,1602.29,11008.29428,1208.018667,1203.7495,1208.582111,1041.62,1427.57,13894.73459,8.054666667,7.707,7.774222222,3.91,14.62,12.71819753,11.52766667,11.09983333,11.24288889,5.71,21.61,28.71259596,276.1383333,268.3698333,273.7813333,137.84,554.92,20724.71872,2200.373333,2216.225167,2228.931444,1915.41,2388.22,21621.19436,8508.714333,8509.060667,8528.622111,8005.94,9092.23,112076.9758,1.085333333,1.0855,1.092666667,0.94,1.3,0.015682855,42.88566667,43.01566667,43.21144444,36.51,48.2,10.47317205,259.9376667,252.6498333,257.7961111,129.76,522.59,18435.05756,2304.417,2328.364833,2340.327889,2028.29,2388.53,17116.5608,8066.436333,8075.597667,8081.310556,7875.7,8161.78,7186.797036,9.532626667,9.431598333,9.355454444,8.4025,11.04,0.570645534,0.024,0.023833333,0.023666667,0.02,0.03,2.11e-05,347.0333333,346.9,348.3666667,305,397,756.1286134,2200.033333,2215.95,2228.7,1915,2388,21667.19384,96.48366667,97.48833333,97.99066667,84.93,100,30.03409694,20.336,19.75916667,20.11955556,10.37,39.07,94.59341438,12.20542,11.86261,12.07690667,6.1978,23.4306,34.12576123,Failure_2
3,1,206,21.86946333,23.53643667,24.21420333,0.0,42.0075,200.1152102,0.57746,0.582403333,0.60046,0.0,0.842,0.086939722,96.0,93.33333333,93.33333333,60,100,188.8325835,478.3303333,474.4921667,473.1193333,445.0,518.67,645.225863,588.6933333,581.4185,579.5367778,536.12,644.04,1270.544539,1448.073667,1425.029,1419.048,1250.44,1603.9,10274.37236,1236.057333,1212.025167,1203.270444,1035.67,1425.68,12770.15326,8.668333333,8.2395,8.030333333,3.91,14.62,11.72493865,12.591,11.88,11.56677778,5.71,21.61,26.35224933,308.043,287.71,279.592,137.69,554.58,18913.77909,2258.607333,2226.602167,2223.362111,1915.32,2388.27,19282.39472,8593.135,8527.699667,8512.417667,8007.77,9070.12,101395.3349,1.098666667,1.085,1.080444444,0.94,1.3,0.0147048,43.86,43.121,42.91344444,36.33,48.23,9.420549562,290.108,270.8813333,263.2486667,129.72,522.54,16795.86455,2352.186,2328.159333,2328.145444,2028.18,2388.36,15279.63301,8067.751667,8056.991333,8055.860556,7868.28,8145.24,6380.635848,9.311416667,9.412328333,9.414747778,8.3688,11.0174,0.50271612,0.025333333,0.023833333,0.023222222,0.02,0.03,2.13e-05,356.0333333,349.8166667,348.2444444,304,397,699.0151077,2258.5,2226.5,2223.277778,1915,2388,19312.61757,98.493,97.48833333,97.48833333,84.93,100,26.80300312,22.44333333,21.07816667,20.57844444,10.41,39.11,86.79474923,13.47894667,12.66439333,12.35854667,6.1991,23.4735,31.15998738,Failure_2
4,1,235,17.10249667,20.58575833,23.20261222,0.0,42.0079,225.6658361,0.416433333,0.500571667,0.558352222,0.0,0.8419,0.099753616,90.66666667,93.33333333,93.33333333,60,100,189.0089107,484.4376667,478.5451667,473.9763333,445.0,518.67,730.8357311,591.9056667,586.6705,580.7606667,536.08,644.38,1425.090853,1454.860333,1442.109167,1425.391667,1254.13,1609.27,11293.09151,1252.917,1233.360667,1212.919,1043.12,1428.21,14463.63906,9.742666667,8.884666667,8.220555556,3.91,14.62,13.72626341,14.03933333,12.84733333,11.85933333,5.71,21.61,30.90765062,342.2136667,313.8885,288.072,137.81,555.0,22153.50171,2228.206333,2236.706,2225.722222,1915.32,2388.17,20055.10731,8666.758667,8620.858,8563.134444,8004.46,9150.14,114485.2764,1.132666667,1.115833333,1.096444444,0.94,1.3,0.016101171,43.76566667,43.59716667,43.15611111,36.51,48.25,10.25098559,322.1606667,295.5333333,271.1973333,129.98,522.51,19690.75663,2304.699667,2328.59,2328.510333,2028.23,2389.32,15273.02953,8115.171,8109.326,8095.539,7870.69,8215.14,6937.198752,9.37372,9.324563333,9.377022222,8.3926,11.0346,0.537763411,0.025333333,0.024333333,0.023444444,0.02,0.03,2.13e-05,357.5666667,354.2666667,349.8333333,305,397,777.7120567,2227.566667,2236.2,2225.3,1915,2388,20115.00382,96.48366667,97.48833333,97.48833333,84.93,100,26.8280311,24.75366667,22.85283333,21.13388889,10.4,39.13,101.2419901,14.83932333,13.70521667,12.67628667,6.2183,23.4181,36.40482559,Failure_2
5,1,154,24.03595,25.669555,23.49192333,0.0,42.0071,196.7114084,0.558663333,0.614815,0.568886667,0.0,0.842,0.088004575,94.66666667,95.33333333,94.22222222,60,100,232.8495034,472.3176667,470.1748333,473.1256667,445.0,518.67,624.0240879,579.891,577.5783333,580.2192222,536.21,643.29,1299.165247,1427.539,1418.980167,1422.498,1252.22,1601.04,10960.39336,1215.928667,1200.707333,1206.587667,1034.2,1423.44,13667.01446,8.021,7.654,8.129444444,3.91,14.62,11.44570037,11.61433333,11.08116667,11.75044444,5.71,21.61,25.98816563,283.6503333,269.8831667,286.4734444,137.92,554.51,19078.44659,2233.125333,2233.5775,2231.151889,1915.37,2388.14,22893.01582,8572.561667,8539.843333,8549.955444,8006.91,9102.41,111527.6342,1.102333333,1.085333333,1.097555556,0.94,1.3,0.01620362,43.38233333,43.07516667,43.05355556,36.42,47.9,10.9131314,267.3013333,254.2183333,269.7918889,130.05,522.19,16962.555,2340.619333,2346.472667,2336.382444,2028.3,2389.25,18834.78684,8109.729,8095.393833,8086.569889,7871.31,8188.34,8358.403256,9.326703333,9.335181667,9.317445556,8.3771,11.0547,0.61022625,0.023666667,0.022666667,0.023222222,0.02,0.03,2.11e-05,350.3666667,348.0333333,349.0111111,305,396,748.3760716,2232.6,2233.2,2230.855556,1915,2388,22954.13293,97.99066667,98.24183333,97.82322222,84.93,100,33.0507895,20.78666667,19.90766667,21.09066667,10.37,39.09,87.34129911,12.45120667,11.924865,12.64683778,6.1984,23.4725,31.40554802,Failure_2
6,1,175,28.10336,26.319605,27.04726889,0.0002,42.0078,226.0617326,0.65568,0.594536667,0.612787778,0.0,0.842,0.100183953,97.33333333,97.33333333,94.66666667,60,100,190.4236453,466.4193333,470.0071667,467.9382222,445.0,518.67,728.8833978,575.045,579.3025,574.2415556,536.4,643.46,1412.941897,1417.504667,1426.498,1408.498333,1253.49,1597.74,11111.29356,1200.511667,1214.161833,1193.971222,1039.29,1424.95,14077.12997,7.184333333,7.644,7.390444444,3.91,14.62,13.69908471,10.45233333,11.14366667,10.679,5.71,21.61,30.84686371,255.7553333,274.7411667,259.6062222,137.51,554.35,22179.08127,2240.898,2249.4425,2221.916111,1915.17,2388.25,20129.31189,8485.816333,8527.262333,8476.369667,8005.09,9065.06,111918.1483,1.075,1.095833333,1.079555556,0.94,1.3,0.016256177,43.37366667,43.58766667,42.91933333,36.52,47.99,10.19074229,240.7636667,258.7473333,244.4525556,129.7,522.35,19705.22626,2363.928667,2363.970833,2340.002778,2027.99,2388.31,15406.85047,8062.796333,8072.684667,8059.207,7869.31,8143.13,6490.987413,9.331473333,9.246745,9.373128889,8.3784,10.9941,0.536557458,0.023333333,0.023666667,0.023,0.02,0.03,2.21e-05,347.1333333,349.9166667,345.2777778,305,395,769.7668309,2241.033333,2249.533333,2221.966667,1915,2388,20153.72433,98.99533333,98.99533333,97.99066667,84.93,100,27.02883933,18.81966667,20.0665,19.13166667,10.41,39.17,101.358021,11.25586333,12.02332333,11.46876556,6.2101,23.4814,36.54979558,Failure_2
7,1,174,17.13620333,20.252925,21.80289889,0.0003,42.0079,199.1059086,0.450456667,0.504693333,0.548063333,0.0,0.842,0.088263205,93.33333333,93.33333333,93.77777778,60,100,204.5312604,484.086,478.8245,476.7897778,445.0,518.67,638.0829981,593.512,586.6448333,584.3812222,535.99,643.41,1325.368086,1459.076667,1439.142333,1432.247778,1251.66,1606.03,10897.78833,1254.723333,1231.050667,1219.376556,1041.52,1435.71,13490.17342,9.583,8.8205,8.486222222,3.91,14.62,11.7588602,13.87366667,12.74516667,12.25788889,5.71,21.61,26.70236151,340.1026667,311.1811667,298.6102222,138.14,554.36,19436.91152,2250.206667,2237.433167,2236.242333,1915.21,2388.19,21326.37396,8680.665667,8608.621333,8578.503,7999.02,9146.07,111164.7297,1.138666667,1.1195,1.105666667,0.94,1.3,0.015653873,43.919,43.43516667,43.22111111,36.42,48.19,10.25349474,320.326,293.0125,281.1613333,129.88,522.55,17285.96601,2328.569667,2328.426333,2332.322444,2028.13,2389.46,16542.00327,8115.798333,8096.8125,8084.434889,7865.53,8211.87,7739.457666,9.264063333,9.306786667,9.323866667,8.395,10.9626,0.549159528,0.025333333,0.024333333,0.023555556,0.02,0.03,2.15e-05,358.5333333,353.4666667,351.4111111,306,397,743.5951432,2249.733333,2237.1,2236.011111,1915,2388,21372.25354,97.48833333,97.48833333,97.65577778,84.93,100,29.03128215,24.72,22.74366667,21.91211111,10.39,39.07,88.75518746,14.84858333,13.67746833,13.17449556,6.2521,23.4161,31.94511724,Failure_2
8,1,151,21.50277667,22.70270333,22.42484444,0.0,42.008,212.5720914,0.537536667,0.556288333,0.544673333,0.0,0.8419,0.096605121,93.33333333,93.33333333,93.77777778,60,100,207.9646799,477.3733333,474.7538333,475.6387778,445.0,518.67,675.9266287,585.1293333,581.6408333,582.9892222,536.51,643.73,1380.403002,1437.317333,1427.376833,1429.189,1252.69,1604.53,11421.48573,1228.158667,1214.284667,1216.834889,1038.14,1433.38,14412.89705,8.617333333,8.309833333,8.401111111,3.91,14.62,12.62982263,12.44166667,11.98766667,12.13877778,5.71,21.61,28.69894691,302.4976667,291.168,296.0186667,138.02,554.36,20940.54555,2233.679,2227.367,2233.217778,1915.35,2388.21,21686.68005,8564.565333,8539.750667,8553.685778,8009.53,9075.56,113929.3109,1.104666667,1.098166667,1.103777778,0.94,1.3,0.017029457,43.488,43.189,43.25344444,36.5,48.11,10.70727973,284.814,274.1568333,278.6978889,129.88,522.15,18613.95825,2328.222667,2328.205333,2332.190556,2028.3,2388.38,16823.32327,8065.455667,8065.965333,8070.214778,7876.36,8149.71,7281.747439,9.373846667,9.371085,9.326036667,8.4028,11.0393,0.586767161,0.024,0.0235,0.023666667,0.02,0.03,2.29e-05,352.9,350.2,350.9333333,305,397,771.7052539,2233.533333,2227.233333,2233.1,1915,2388,21729.15611,97.48833333,97.48833333,97.65577778,84.93,100,29.51862365,22.10433333,21.38016667,21.698,10.42,39.03,95.30248919,13.25321333,12.81116167,12.99682889,6.2319,23.4252,34.27612097,Failure_2
9,1,199,20.4032,22.65327,23.51445111,0.0001,42.0077,231.2179589,0.496803333,0.555396667,0.575423333,0.0,0.842,0.104213765,97.33333333,94.66666667,92.88888889,60,100,222.4455611,479.472,475.1055,473.3662222,445.0,518.67,753.4365568,591.5116667,583.4148333,579.5628889,536.34,643.81,1538.075455,1461.959667,1434.813,1420.690889,1255.44,1604.57,12605.99504,1256.269,1224.320167,1208.956889,1041.57,1432.54,15923.31402,8.919666667,8.3115,8.090222222,3.91,14.62,14.33915605,13.02566667,12.03116667,11.64388889,5.71,21.61,32.60212194,322.949,293.6318333,281.4996667,137.57,554.06,23688.13443,2272.432,2239.370333,2220.086444,1915.0,2388.3,23563.80391,8611.254667,8535.336,8496.363111,7992.71,9048.6,123799.4602,1.135666667,1.104833333,1.089888889,0.93,1.3,0.017612548,44.46166667,43.54266667,43.02722222,36.6,48.19,11.89482088,304.085,276.5428333,265.0633333,129.82,522.23,21075.06207,2363.997667,2339.980833,2323.975,2027.82,2388.42,18011.1746,8066.618333,8049.410667,8039.825778,7859.48,8133.3,7438.626935,9.16148,9.328898333,9.421456667,8.4148,10.9859,0.624861443,0.026,0.0245,0.023888889,0.02,0.03,2.33e-05,359.1,352.1333333,348.4666667,305,396,868.1622253,2272.5,2239.45,2220.166667,1915,2388,23567.4817,98.99533333,97.99066667,97.32088889,84.93,100,31.57404807,23.356,21.4955,20.72722222,10.37,39.06,107.4394399,14.02458333,12.89619667,12.43448222,6.1621,23.4499,38.78286135,Failure_2
10,1,184,26.00178333,23.08556667,23.94696556,0.0001,42.0079,183.7940792,0.629793333,0.567641667,0.598114444,0.0,0.842,0.077489251,96.0,94.0,93.33333333,60,100,263.6255643,472.2746667,476.5233333,474.7158889,445.0,518.67,632.8249001,581.0523333,584.5206667,581.5313333,535.79,644.15,1350.741479,1430.149333,1434.347333,1424.077444,1251.77,1601.97,11344.97825,1213.725667,1221.261167,1208.175889,1038.82,1428.39,13440.59347,7.700333333,8.39,8.139555556,3.91,14.62,11.29952958,11.166,12.12616667,11.72688889,5.71,21.61,25.56741601,271.7246667,294.948,283.5121111,137.95,554.33,18580.53211,2243.746,2236.963667,2227.061111,1915.03,2388.35,25303.96425,8519.111333,8541.725667,8514.806,7999.93,9058.45,112531.2697,1.08,1.093166667,1.080777778,0.94,1.3,0.013644666,43.55166667,43.43833333,43.07355556,36.6,48.24,11.60000426,255.8366667,277.6863333,266.8476667,129.51,522.12,16519.68028,2351.938333,2333.995833,2328.013111,2027.85,2388.34,21336.3755,8051.531333,8048.362833,8043.701222,7860.6,8134.87,7974.413605,9.375503333,9.374055,9.420752222,8.379,10.9982,0.619298264,0.024333333,0.024,0.023111111,0.02,0.03,1.83e-05,350.7666667,352.0,349.1888889,305,397,772.9530767,2243.866667,2237.016667,2227.1,1915,2388,25330.5027,98.493,97.7395,97.48833333,84.93,100,37.41916088,19.88833333,21.542,20.82744444,10.36,39.06,84.26700428,11.94202333,12.92888167,12.50639889,6.203,23.4207,30.37019925,Failure_2
11,1,271,23.27016,22.452725,24.44735222,0.0,42.0077,203.810115,0.577513333,0.552855,0.595733333,0.0,0.842,0.088399053,96.0,95.33333333,94.22222222,60,100,214.3829438,477.4423333,478.0288333,473.8014444,445.0,518.67,663.7138833,587.626,587.621,581.221,536.24,643.58,1333.397024,1446.905667,1444.825667,1425.409222,1250.94,1603.82,10908.94972,1232.941667,1231.584333,1209.566444,1036.42,1421.18,13348.28765,8.354333333,8.544,7.997888889,3.91,14.62,12.18646705,12.13566667,12.39933333,11.55144444,5.71,21.61,27.46734372,297.2073333,303.8931667,280.5728889,137.93,555.45,19848.74752,2256.938667,2252.4805,2232.884667,1915.39,2388.16,21502.65257,8646.0,8632.261,8566.79,8003.97,9137.32,110577.9393,1.100333333,1.105833333,1.086888889,0.94,1.3,0.015013183,43.82866667,43.68283333,43.11533333,36.26,48.01,10.31851082,279.7673333,286.1131667,264.1235556,129.74,522.81,17638.97205,2352.759,2346.600667,2336.524667,2028.25,2389.4,17337.55283,8127.518667,8114.3985,8096.633111,7873.15,8204.35,7718.143194,9.30684,9.286231667,9.369755556,8.364,11.0026,0.558360338,0.024666667,0.0245,0.023444444,0.02,0.03,2.07e-05,355.4333333,354.7833333,349.7111111,305,396,743.5265546,2256.3,2251.983333,2232.455556,1915,2388,21561.11406,98.493,98.24183333,97.82322222,84.93,100,30.42963564,21.61333333,22.12316667,20.59833333,10.38,39.2,91.1252585,12.99101333,13.28529667,12.36448444,6.2196,23.4616,32.7529077,Failure_2
12,1,249,21.80284667,22.769535,23.25840889,0.0001,42.0079,220.3714288,0.513133333,0.559373333,0.555375556,0.0,0.842,0.09924269,92.0,94.0,94.22222222,60,100,203.2387615,474.9923333,475.2855,474.2592222,445.0,518.67,711.4704391,581.0363333,583.0365,581.762,536.06,644.27,1427.67606,1426.936,1431.383833,1427.922667,1252.86,1600.78,11637.03821,1224.142333,1220.7495,1217.184222,1039.45,1432.43,14522.90139,8.377333333,8.292,8.159777778,3.91,14.62,13.35372171,12.05466667,11.982,11.79777778,5.71,21.61,30.2474689,291.872,291.41,287.6101111,137.11,554.96,21945.36256,2216.645333,2234.299833,2233.673444,1915.26,2388.25,21450.96122,8530.012333,8546.878,8540.664444,8002.01,9072.19,115193.7685,1.110333333,1.1,1.102888889,0.94,1.3,0.016738224,43.31266667,43.41683333,43.33344444,36.46,48.18,10.63042791,275.0713333,274.5078333,270.8402222,130.01,522.56,19509.40854,2316.189667,2334.1645,2336.141889,2028.16,2388.43,16445.94255,8060.644667,8063.8325,8066.877444,7867.84,8145.75,7047.535696,9.41629,9.361385,9.330448889,8.3839,10.9969,0.570510418,0.025,0.024666667,0.024333333,0.02,0.03,2.28e-05,350.4666667,351.4666667,350.5222222,304,396,793.2197176,2216.533333,2234.216667,2233.611111,1915,2388,21480.73934,96.986,97.7395,97.82322222,84.93,100,28.84782413,21.402,21.3615,21.09722222,10.44,39.17,100.0979216,12.83520667,12.80841333,12.65516556,6.2181,23.5346,36.15519274,Failure_2
13,1,227,22.83629333,22.98641833,23.23624111,0.0,42.0079,215.9238959,0.55318,0.546123333,0.559752222,0.0,0.842,0.101769597,96.0,91.33333333,91.11111111,60,100,223.9912674,474.704,473.5388333,473.1912222,445.0,518.67,719.7371818,584.3193333,578.5596667,577.7281111,535.78,644.08,1501.21264,1440.434333,1417.119833,1412.906778,1255.49,1607.85,12310.80965,1230.337,1207.7835,1202.036,1037.07,1432.28,15391.74512,8.391333333,8.240833333,8.135111111,3.91,14.62,13.42122877,12.19933333,11.82733333,11.65777778,5.71,21.61,30.70456616,299.5483333,285.1393333,280.4255556,137.47,554.86,22628.01974,2249.644333,2207.258833,2204.625,1915.22,2388.27,23815.92481,8558.191,8494.8995,8487.960778,8001.06,9066.19,124058.9325,1.107666667,1.091833333,1.087888889,0.94,1.3,0.0175954,43.80633333,42.8815,42.69722222,36.43,48.14,11.73254716,282.087,268.4113333,263.9278889,129.81,522.82,20106.98794,2352.076,2310.088667,2308.090889,2028.12,2388.37,18124.96501,8066.858333,8045.731667,8044.079111,7867.87,8141.59,7701.215587,9.269823333,9.45748,9.467387778,8.3613,11.0019,0.632819581,0.024333333,0.023666667,0.023333333,0.02,0.03,2.25e-05,353.5,347.5,346.4111111,305,396,838.8458929,2249.633333,2207.216667,2204.588889,1915,2388,23847.77751,98.493,96.73483333,96.65111111,84.93,100,31.79344649,21.80666667,20.9205,20.65533333,10.39,39.21,102.4131061,13.08418333,12.56619,12.40226444,6.1767,23.5116,36.88698763,Failure_2
14,1,193,22.66936333,24.61993333,24.49229444,0.0003,42.0076,196.9264196,0.578733333,0.612371667,0.602636667,0.0,0.842,0.087842934,93.33333333,93.33333333,93.33333333,60,100,193.5233161,477.183,472.3866667,471.9734444,445.0,518.67,627.7685697,584.9813333,578.814,578.1416667,536.19,643.65,1263.229529,1435.631667,1419.374167,1416.538778,1252.56,1603.03,10357.76421,1222.921333,1203.621833,1201.982111,1041.17,1432.38,12993.63972,8.508,7.931,7.909222222,3.91,14.62,11.40254775,12.272,11.41783333,11.38788889,5.71,21.61,25.77180278,296.8423333,275.3303333,275.1115556,137.72,554.34,18640.91775,2232.851667,2221.411333,2220.453,1914.93,2388.33,19851.19139,8526.922333,8484.515667,8484.875889,7994.84,9049.16,101866.1613,1.084333333,1.075333333,1.080222222,0.94,1.3,0.015449682,43.47,43.018,42.933,36.58,48.17,9.694051625,279.7663333,259.2505,259.0023333,129.66,522.08,16585.99745,2327.91,2327.919667,2327.940444,2027.79,2388.35,15670.71131,8032.007667,8034.455333,8038.597333,7855.88,8130.6,6459.322412,9.444823333,9.454616667,9.427415556,8.3797,11.002,0.528402127,0.024333333,0.0235,0.023444444,0.02,0.03,2.26e-05,352.5333333,347.9833333,347.2888889,305,396,708.4220639,2232.966667,2221.533333,2220.566667,1915,2388,19855.13018,97.48833333,97.48833333,97.48833333,84.93,100,27.46880834,21.7,20.281,20.27722222,10.38,38.99,85.40640613,13.01347667,12.16794667,12.16771111,6.2273,23.4657,30.68419374,Failure_2
15,1,209,23.70234,24.119075,24.53580667,0.0,42.008,219.1894633,0.563243333,0.563426667,0.58715,0.0,0.842,0.095796064,98.66666667,96.66666667,96.0,60,100,180.861244,474.7783333,472.8521667,472.7095556,445.0,518.67,711.7790952,586.7623333,582.3285,581.3603333,536.01,644.01,1374.785579,1450.768667,1434.942667,1428.526222,1253.12,1606.76,10761.0084,1238.448333,1221.766167,1212.635778,1036.62,1428.28,13746.96496,8.258666667,8.075333333,7.954555556,3.91,14.62,13.2352951,12.09233333,11.758,11.54888889,5.71,21.61,29.71822411,300.1596667,289.7513333,283.132,138.02,555.11,21237.94719,2272.816,2251.145,2245.168667,1915.36,2388.24,19153.07752,8635.345667,8583.975167,8564.640556,8006.17,9115.63,108780.2599,1.114,1.107,1.097,0.94,1.3,0.015369447,44.20066667,43.63166667,43.357,36.25,48.11,9.745400727,282.7143333,272.9481667,266.6074444,129.93,522.67,18881.95754,2376.5,2358.406167,2352.337889,2028.22,2388.93,14634.06086,8122.000333,8104.163667,8092.042,7873.25,8185.92,6575.006778,9.16625,9.2286,9.270457778,8.3625,10.951,0.495428086,0.024666667,0.024,0.023333333,0.02,0.03,2.1e-05,355.9333333,352.0333333,350.4222222,304,396,742.7825267,2272.433333,2250.833333,2244.922222,1915,2388,19192.54656,99.49766667,98.74416667,98.493,84.93,100,25.67154671,21.78866667,21.15783333,20.77244444,10.37,39.19,97.59176838,13.05507667,12.68630833,12.45273111,6.2125,23.5044,35.09070393,Failure_2
16,1,154,25.86918667,24.31963833,23.83636222,0.0001,42.0079,215.2525254,0.604146667,0.581668333,0.571778889,0.0,0.8419,0.092866396,90.66666667,91.33333333,92.88888889,60,100,211.8665648,468.6793333,471.2668333,472.8632222,445.0,518.67,700.1399158,571.741,575.368,578.5887778,535.93,643.72,1376.630684,1397.510667,1405.966333,1415.298556,1248.77,1599.21,10968.93745,1187.794,1193.8055,1201.389222,1037.34,1426.66,13842.82996,7.537333333,7.916666667,8.063,3.91,14.62,13.0396437,10.76133333,11.34166667,11.60788889,5.71,21.61,29.29703012,256.368,272.3678333,281.29,137.78,554.96,21049.89332,2189.855333,2201.808667,2218.870444,1914.98,2388.25,21280.36694,8432.010333,8468.2505,8504.390111,7992.67,9067.65,110966.5642,1.068333333,1.079333333,1.089555556,0.94,1.3,0.015239623,42.442,42.54033333,42.796,36.43,47.99,10.23293213,241.336,256.435,264.8758889,129.63,522.9,18703.60375,2303.99,2310.052167,2324.073333,2027.84,2388.41,17146.41334,8031.896333,8041.772833,8054.277444,7861.78,8149.95,7170.28072,9.564666667,9.479765,9.384053333,8.3411,10.984,0.559168607,0.022666667,0.022833333,0.023,0.02,0.03,1.94e-05,342.9333333,344.8666667,347.1222222,305,395,753.4143536,2189.9,2201.8,2218.855556,1915,2388,21313.54927,96.48366667,96.73483333,97.32088889,84.93,100,30.07245938,18.97566667,20.1295,20.71933333,10.37,39.16,96.37867913,11.39589333,12.09079333,12.44248778,6.1988,23.4851,34.78334815,Failure_2
17,1,180,25.40226333,25.71888833,26.91346222,0.0001,42.0078,220.1878739,0.572636667,0.593053333,0.611718889,0.0,0.842,0.093073197,98.66666667,96.66666667,95.11111111,60,100,192.4270639,471.551,470.6496667,467.953,445.0,518.67,690.5429158,582.581,579.46,574.5526667,536.09,643.81,1311.559374,1439.733333,1426.586,1410.628,1251.91,1606.39,10449.89599,1230.023,1212.491833,1194.801111,1032.83,1427.32,13416.73995,7.843666667,7.744833333,7.400888889,3.91,14.62,13.06343006,11.486,11.268,10.70855556,5.71,21.61,29.15687183,285.1916667,277.0073333,261.0436667,137.51,554.59,20725.37874,2264.76,2245.616667,2225.922222,1915.31,2388.24,19176.20875,8585.101333,8543.072667,8495.326333,8000.35,9086.33,105070.2736,1.111,1.0955,1.083111111,0.94,1.3,0.014976347,44.04533333,43.46366667,42.92677778,36.32,47.98,9.560720332,268.7776667,260.8715,245.7888889,129.71,522.62,18417.67892,2376.243333,2358.205,2344.179333,2028.21,2388.4,15570.2991,8103.197,8086.096167,8074.928778,7868.75,8153.18,6607.752218,9.171696667,9.264018333,9.338241111,8.3784,10.9878,0.508113478,0.024,0.023166667,0.022777778,0.02,0.03,1.97e-05,353.5333333,349.85,345.7222222,304,397,722.2265363,2264.6,2245.483333,2225.811111,1915,2388,19207.68128,99.49766667,98.74416667,98.15811111,84.93,100,27.3132057,20.71033333,20.24333333,19.20144444,10.26,39.23,95.53290074,12.43646333,12.15484,11.53069444,6.2041,23.5008,34.35332493,Failure_2
